Date/Time,Electricity:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly) 
 01/13  20:00:00,312560013.7,39885590.04,109822365.2,1730069.588,0,45539225.65
 01/13  21:00:00,313366442.4,40195168.68,100991709.4,1512815.517,0,57824865.27
 01/13  22:00:00,296334692.9,40904398.68,93355631.55,1445156.207,0,45262752.01
 01/13  23:00:00,259994597.6,43667928.3,102490954.6,1304323.912,0,61748250.87
 01/13  24:00:00,226233689,53123148.77,120185687.7,1144394.079,0,45369733.9
 01/14  01:00:00,218946262.7,55136707.48,130371340,1015006.953,0,30757196.19
 01/14  02:00:00,226129514.6,58197598.22,137668260.6,893907.2017,0,17905733.15
 01/14  03:00:00,210422073.4,53506647.31,126080053.6,825505.31,0,17894499.14
 01/14  04:00:00,202727717,50268240.23,118452468.6,761488.3897,0,25672833.65
 01/14  05:00:00,209383460.2,52572915.62,119386930.6,682262.6877,0,30447188.83
 01/14  06:00:00,237236237.4,49433779.49,125888951.7,596026.5128,0,30844747.82
