Date/Time,Electricity:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly) 
 01/06  18:00:00,433580644.5,322422034.2,179692309.4,0,0,16564602.83
 01/06  19:00:00,370813118.6,343131555.8,217187656.8,0,0,13126341.87
 01/06  20:00:00,352949421.6,353448524.6,208612909.4,0,0,8752390.348
 01/06  21:00:00,347671742.3,369019672,216993263.1,0,0,8774027.458
 01/06  22:00:00,352775539.2,373416281.4,226741502.8,0,0,8698148.89
 01/06  23:00:00,99285849.1,0,0,0,0,4597200
 01/06  24:00:00,92454692.48,0,0,0,0,4597200
 01/07  01:00:00,71010677.94,77516731.51,7759118.841,0,0,4597200
 01/07  02:00:00,79261617.26,118261515.8,14902277.13,0,0,4597200
 01/07  03:00:00,80828025.25,121146418.3,16468685.12,0,0,4597200
 01/07  04:00:00,78076786.01,82658946.49,14825127.88,0,0,4597200
 01/07  05:00:00,92452705.83,126657981.7,28093365.71,0,0,4597200
 01/07  06:00:00,238063177.9,345700817.8,167209226.4,0,0,4597200
 01/07  07:00:00,463030068.9,454220449.1,350657111.7,0,0,4597200
 01/07  08:00:00,498934767.4,431719612.6,390959802.4,0,0,4597200
 01/07  09:00:00,360665724.8,398542176.8,227373976.8,0,0,4597200
 01/07  10:00:00,309121078.4,360274015.3,168623413.6,0,0,4597200
 01/07  11:00:00,292083931.3,330211484.6,155170270,0,0,4597200
 01/07  12:00:00,295318091.4,319204116.3,149401505.5,0,0,13133054.23
 01/07  13:00:00,260654499.1,305261900,156012597.3,0,0,13086592.72
 01/07  14:00:00,232616534.1,293592830.4,137547104.3,0,0,13025875.92
 01/07  15:00:00,212413205.8,294172723.9,124027436.5,0,0,8744217.619
 01/07  16:00:00,211550608.7,303026074.4,127401940.3,0,0,8717912.931
 01/07  17:00:00,277441156.5,327510588.7,174608560.4,0,0,8730009.567
 01/07  18:00:00,98445430.81,362854115.6,0,0,0,4597200
 01/07  19:00:00,78390468.94,0,0,0,0,4597200
 01/07  20:00:00,74499937.05,38160847.74,2038585.958,0,0,4597200
 01/07  21:00:00,81683155.37,116977768.2,7006341.245,0,0,4597200
 01/07  22:00:00,80565167.62,80658504.11,6996035.499,0,0,4597200
 01/07  23:00:00,90803224.97,122056449.3,16126410.84,0,0,4597200
 01/07  24:00:00,89260972.03,122659430.7,14584157.91,0,0,4597200
 01/08  01:00:00,76519794.29,84299607.84,13268136.16,0,0,4597200
 01/08  02:00:00,101160142.4,204163543.4,34622591.9,0,0,4597200
 01/08  03:00:00,104606942.1,242739718.6,36980286.37,0,0,4597200
 01/08  04:00:00,98394337.12,200997966.8,31875363.38,0,0,4597200
 01/08  05:00:00,112310226.3,209347474.7,45772675.77,0,0,4597200
 01/08  06:00:00,125240048.8,287635846.8,56537627.81,0,0,4597200
 01/08  07:00:00,128641471.2,244488481.9,43692432.38,0,0,4597200
 01/08  08:00:00,104857202.9,210770026.6,43398470.25,0,0,4597200
 01/08  09:00:00,79556917.69,229792336.2,25044876.15,0,0,4597200
 01/08  10:00:00,68362542.79,168209645.1,15091848.4,0,0,4597200
 01/08  11:00:00,71525903.83,158813378.8,18248642.48,0,0,4597200
 01/08  12:00:00,62606871.33,92693492.91,11507820.39,0,0,4597200
 01/08  13:00:00,56479252.3,57839667.96,6487883.36,0,0,4597200
 01/08  14:00:00,63951382.18,91915256.2,12489296.17,0,0,4597200
 01/08  15:00:00,69836535.38,155534545.2,15432409.88,0,0,4597200
 01/08  16:00:00,61526315.68,102785529.6,9081184.62,0,0,4597200
 01/08  17:00:00,83229246.46,133097910.1,14151484.09,0,0,4597200
 01/08  18:00:00,104746873.1,137315405.4,20855147.72,0,0,4597200
 01/08  19:00:00,97516991.33,136352093.3,20680642.62,0,0,4597200
 01/08  20:00:00,110957287.9,164852217.8,33013158.12,0,0,4597200
 01/08  21:00:00,109179050.6,137202662.1,32324026.11,0,0,4597200
 01/08  22:00:00,109200680.8,133045237.4,32364233.02,0,0,4597200
 01/08  23:00:00,135385199.7,161353917.3,57441069.92,0,0,4597200
 01/08  24:00:00,129076339.8,137718279.5,52221315.27,0,0,4597200
 01/09  01:00:00,123136050.8,135232793.3,45313370.3,0,0,4597200
 01/09  02:00:00,145045826.7,165328807.7,66115464.11,0,0,4597200
 01/09  03:00:00,136576390.4,137843316.2,58735133.03,0,0,4597200
 01/09  04:00:00,130339019.3,132964896.9,52516338.77,0,0,4597200
 01/09  05:00:00,148063238.9,162131266.3,69132876.39,0,0,4597200
 01/09  06:00:00,296594352.6,197423703.6,207607370.6,0,0,4597200
 01/09  07:00:00,610620051.1,268304655.7,498245831.8,0,0,4597200
 01/09  08:00:00,664404372.5,249182512.6,508584227.9,0,0,4597200
 01/09  09:00:00,614684936.3,230714231.6,293767753.1,0,0,4597200
 01/09  10:00:00,487285490.1,201189483.7,199069802,0,0,4597200
 01/09  11:00:00,429904641.6,179890223,148654108.7,0,0,13731163.55
 01/09  12:00:00,397113348.3,152476515.8,108898223,0,0,23601050.59
 01/09  13:00:00,436819630.1,126555836.1,145859913.7,0,0,29519059.68
 01/09  14:00:00,359601804.9,109418042.8,65582851.93,0,0,30796678.4
 01/09  15:00:00,332538023.6,101714377.3,50936729.8,0,0,21661694.28
 01/09  16:00:00,339066188.4,100335306.9,53697415.72,0,0,18040096.52
 01/09  17:00:00,410359517.4,114801396.8,79494148.9,0,0,23292171.94
 01/09  18:00:00,431940395.8,122862787.5,178790084.1,0,0,17851462.19
 01/09  19:00:00,347206430.1,123338512.2,193580968.3,0,0,13112149.94
 01/09  20:00:00,328958795.5,115925159.1,184622283.3,0,0,8746250.113
 01/09  21:00:00,316323570.5,114895410.2,185645091.3,0,0,8774307.814
 01/09  22:00:00,317274553.2,122208723.6,191240516.9,0,0,8639997.746
 01/09  23:00:00,99285849.1,0,0,0,0,4597200
 01/09  24:00:00,92454692.48,0,0,0,0,4597200
 01/10  01:00:00,72339865.27,0,0,0,0,4597200
 01/10  02:00:00,72340000.92,0,0,0,0,4597200
 01/10  03:00:00,72340000.92,0,0,0,0,4597200
 01/10  04:00:00,72340000.92,0,0,0,0,4597200
 01/10  05:00:00,72340000.92,0,0,0,0,4597200
 01/10  06:00:00,136405147,91898331.86,49556355.56,0,0,4597200
 01/10  07:00:00,349379427.3,177393417,237005208.1,0,0,4597200
 01/10  08:00:00,456415140.1,170997052.7,301263834.3,0,0,4597200
 01/10  09:00:00,419223244.2,154958014.2,98391897.18,0,0,4597200
 01/10  10:00:00,336474853.9,130677905.1,48161911.73,0,0,18369126.46
 01/10  11:00:00,317493825.4,108465160.1,35646567.13,0,0,22900181.33
 01/10  12:00:00,321818587.4,82823834.68,30399196.89,0,0,26634172.13
 01/10  13:00:00,343678037.6,65229367.66,48542122.19,0,0,31410657.62
 01/10  14:00:00,314182740.8,60350185.04,15265713.55,0,0,29390029.71
 01/10  15:00:00,299021362.8,69644191.12,14732023.88,0,0,18352230.08
 01/10  16:00:00,303161011.8,84813223.64,17002524.78,0,0,20221537.91
 01/10  17:00:00,354102831.7,104591643.3,24072630.76,0,0,24826865.16
 01/10  18:00:00,356709389.1,134612401.8,102489205.4,0,0,14246712.43
 01/10  19:00:00,272709857.6,164401767.7,119084395.8,0,0,13138477.9
 01/10  20:00:00,264728545.3,180597329.4,120392033.1,0,0,8752615.127
 01/10  21:00:00,265530264.3,194957791.2,134851785.1,0,0,12941212.9
 01/10  22:00:00,268430880.6,187905278.5,142396844.3,0,0,4597200
 01/10  23:00:00,99285849.1,0,0,0,0,4597200
 01/10  24:00:00,92454692.48,0,0,0,0,4597200
 01/11  01:00:00,72339865.27,0,0,0,0,4597200
