Date/Time,Electricity:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly) 
 01/08  15:00:00,370111786.6,175847236.1,57530437.66,0,0,5356800
 01/08  16:00:00,370655127.5,173436855.9,59256639.33,0,0,5356800
 01/08  17:00:00,341049504.5,181556510.1,68057639.95,8323971.95,0,5356800
 01/08  18:00:00,316923437.8,194170508.7,89834730.73,0,0,5356800
 01/08  19:00:00,324759077.4,198458100.7,98006154.87,0,0,5356800
 01/08  20:00:00,329717041.2,197303005.6,103141386.2,0,0,5356800
 01/08  21:00:00,333046316.6,193063417.5,106603550,0,0,5356800
 01/08  22:00:00,336776671.5,191783582.2,110369225.8,0,0,5356800
 01/08  23:00:00,340735702.5,190480594.2,114834154.5,0,0,5356800
 01/08  24:00:00,366958054.7,191346646,116862739.1,23914135.49,0,5356800
 01/09  01:00:00,360146588.1,193838017.7,115098811.2,23907067.24,0,5356800
 01/09  02:00:00,337518815.7,194539238,117659068.7,0,0,5356800
 01/09  03:00:00,336808052.5,191860573.5,118695095.3,0,0,5356800
 01/09  04:00:00,335328634.6,188846001.3,118979520.9,0,0,5356800
 01/09  05:00:00,388029707.1,180490989.1,99832359.62,0,0,5356800
 01/09  06:00:00,475086980.5,199022631.7,186658503.8,0,0,5356800
 01/09  07:00:00,645333899.6,271892365.9,174139873.3,0,0,5356800
 01/09  08:00:00,796097866.9,230197489.2,222031443.8,0,0,5356800
 01/09  09:00:00,772097766.1,183387095.1,171587335.5,0,0,5356800
 01/09  10:00:00,775726677.2,122726938.1,134656099.1,706786.1419,0,5356800
 01/09  11:00:00,753125185,94197727.37,110180532.8,5490737.52,0,33861526.34
 01/09  12:00:00,738271070.6,71190728.4,91605991.94,11617746.92,0,52441290.04
 01/09  13:00:00,681577439.5,48433676.48,77436999.68,15805490.36,0,43691597.98
 01/09  14:00:00,723506924.9,43416303.62,71290201.2,19332563.29,0,53288187.1
 01/09  15:00:00,720389810.7,41626335.55,65858464.02,21308914.98,0,43439651.38
 01/09  16:00:00,720851229.3,42011160.96,65607252.34,21637921.06,0,52450127.72
 01/09  17:00:00,743211876.3,44360815.57,70844094.98,19192724.11,0,41992747.53
 01/09  18:00:00,758936419.2,45447604.14,72512105.27,17599495.23,0,22629251.69
 01/09  19:00:00,416894185.4,69659815.1,22185697.84,0,0,13815523.35
 01/09  20:00:00,402807898.9,69597739.81,13518459.71,0,0,13504304.46
 01/09  21:00:00,320431858.1,81872245.05,4944714.739,14776511.26,0,13503522.09
 01/09  22:00:00,285676110.2,86789844.54,19494320.89,9615263.964,0,13359943.49
 01/09  23:00:00,228892284.5,98293653.21,27122351.04,13691968.72,0,5356800
 01/09  24:00:00,249707277.2,104864382.2,35551967.8,26873570.8,0,5356800
 01/10  01:00:00,241337309.4,109655212.9,39774670.47,26343609.98,0,5356800
 01/10  02:00:00,216071749.6,110735122.7,42129375.15,0,0,5356800
 01/10  03:00:00,209733351.1,110460646.4,37451996.55,0,0,5356800
 01/10  04:00:00,196417648.4,114111949.3,25833390.28,0,0,5356800
 01/10  05:00:00,260136651.8,105383465.9,17840199.77,0,0,5356800
 01/10  06:00:00,351665276.3,120274007.7,82136754.84,21045908.3,0,5356800
 01/10  07:00:00,532080726.3,130979564.7,96372819.17,0,0,5356800
 01/10  08:00:00,680822643.1,97491297.05,131425191,4954232.729,0,5356800
 01/10  09:00:00,676299519.8,69763282.9,90234728.44,10023679.77,0,14340219.74
 01/10  10:00:00,704481360.7,46071110.62,67950827.9,16336791.84,0,42136998.51
 01/10  11:00:00,700276860.5,38696779.17,57350458.75,20675946.27,0,43330717.33
 01/10  12:00:00,687157526.6,36870699.7,40807006.49,22813895.89,0,53381814.53
 01/10  13:00:00,645407918,36260562.93,36118627.14,24349431.68,0,50044004.49
 01/10  14:00:00,689885771,36018330.2,34482537.54,24414091.16,0,45959579.68
 01/10  15:00:00,702317293.5,35435339.72,42696057.67,25497477.33,0,52994579.27
 01/10  16:00:00,704114453,36428204.34,44964361.97,24317753.08,0,49089873.45
 01/10  17:00:00,720874838.2,38367481.93,46951421.88,20092252.95,0,36185803.75
 01/10  18:00:00,735941207.2,39394913.3,49796050.91,15381166.8,0,31342250.73
 01/10  19:00:00,432644059.4,102174827.1,22045872.33,18692059.84,0,13527829.81
 01/10  20:00:00,402482758.7,121154005.1,13446972.11,0,0,13505528.34
 01/10  21:00:00,328807179.4,149233048.9,8323377.338,16097720.1,0,13505608.12
 01/10  22:00:00,267521859.4,150556182.5,6622357.104,0,0,5356800
 01/10  23:00:00,227653951.4,143698310,24080708.04,9759007.674,0,5356800
 01/10  24:00:00,258527109,150714460.7,33399669.72,28671924.24,0,5356800
 01/11  01:00:00,219955429.4,149598774.3,35696086.85,0,0,5356800
 01/11  02:00:00,216509465.2,138932639.8,38008844.69,0,0,5356800
 01/11  03:00:00,207458365,133076766.2,33109566.38,0,0,5356800
 01/11  04:00:00,218084935.2,139544403.2,20026961.19,26664826.68,0,5356800
 01/11  05:00:00,273392638.9,136481063.7,15633917.96,13915861.25,0,5356800
 01/11  06:00:00,319011673.2,147549487.6,70487622.49,0,0,5356800
 01/11  07:00:00,518675909.9,152213392.8,84652500.43,0,0,5356800
 01/11  08:00:00,665534546,104387306.7,120302880.6,2399564.574,0,5356800
 01/11  09:00:00,677597693.5,85912438.62,97602006.31,4976345.599,0,14338420.93
 01/11  10:00:00,705845305.7,69295383.94,81073599.68,9789009.265,0,42044354.94
 01/11  11:00:00,696320532,49563081.25,67480705.3,14398515.51,0,52741017.62
 01/11  12:00:00,689374797.1,40240571.8,56199579.08,18856031.85,0,53421271.28
 01/11  13:00:00,641598441.6,37252982.48,49914331.77,23360536.6,0,42760396.7
 01/11  14:00:00,677961783.2,36075856.13,36794027.63,27681484.73,0,53263886.32
 01/11  15:00:00,683543186.7,36550103.77,37346470.7,31105095.53,0,53036194.9
 01/11  16:00:00,683947266.7,35987627.4,39193785.24,30269713.78,0,43317219.72
 01/11  17:00:00,705219696.2,38050467.17,45410656.99,27945203.22,0,42014076.94
 01/11  18:00:00,709477627.1,40614421.26,38841664.88,25470053.7,0,31332443
 01/11  19:00:00,361630725.7,46029023.61,3960689.434,0,0,13497724.36
 01/11  20:00:00,354406126.7,47638542.36,1217530.551,0,0,13501992.45
 01/11  21:00:00,269630821.8,54165467.51,2559416.735,0,0,5356800
 01/11  22:00:00,263030874.3,64250602.56,3570153.854,32233394.31,0,13426919.06
 01/11  23:00:00,174626879.6,75603677.11,6132869.44,5015245.772,0,5356800
 01/11  24:00:00,205964120.7,87107429.98,8230559.583,29647693.74,0,5356800
 01/12  01:00:00,172205110.1,92200677.03,10081509.82,0,0,5356800
 01/12  02:00:00,176685726.5,90378860.7,11629598.84,0,0,5356800
 01/12  03:00:00,194919705.3,74938523.76,23309298.71,0,0,5356800
 01/12  04:00:00,211621558.1,56748966.63,34592221.58,0,0,5356800
 01/12  05:00:00,290824786.3,51990155.49,27798825.54,14389621.65,0,5356800
 01/12  06:00:00,305726227.5,61281190.06,31634280.92,23969655.32,0,5356800
 01/12  07:00:00,529377736,68065698.06,80261445.56,9025148.705,0,5356800
 01/12  08:00:00,670214369.1,62008036.74,105446171.6,17670210.66,0,5356800
 01/12  09:00:00,678818879.8,51161655.06,80777249.08,20441548.47,0,14348878.65
 01/12  10:00:00,719491225.3,48307482.74,75192889.72,23397331.87,0,42075487.03
 01/12  11:00:00,713132002.4,45733495.62,68865417.35,24321315.96,0,48529910.45
 01/12  12:00:00,708108484,43079183.76,62724570.8,24973119.41,0,48130558.91
 01/12  13:00:00,661598255.9,41559932.45,58992307.58,24979249.27,0,52201569.36
 01/12  14:00:00,703774949.4,40560450.86,56361570.95,26262608.82,0,51776515.46
 01/12  15:00:00,698606222,40403226.88,55541633.75,26072956.11,0,45053043.78
 01/12  16:00:00,699043609,40801163.38,55892034.89,24790001.7,0,52478432.43
 01/12  17:00:00,716641255.5,41474466.89,56889078.02,23020721.33,0,41914953.22
 01/12  18:00:00,740398971.6,42517118.03,58884893.8,20055944.37,0,22634544.48
 01/12  19:00:00,429195351,87484951.6,22223688.76,18201375.62,0,13660871.53
 01/12  20:00:00,429521864,113751024.5,23972751.82,5882486.978,0,13505629.46
 01/12  21:00:00,367062411,138751195.5,27091967.65,15622382.36,0,13506948.95
 01/12  22:00:00,348314064.1,155768948.4,30769404.26,30383894.29,0,13361398.6
 01/12  23:00:00,267670712.3,165393953.8,35945790.9,9477968.737,0,5356800
 01/12  24:00:00,294185605.1,183864773.9,40419791.3,27922314.69,0,5356800
 01/13  01:00:00,262669390.2,198470495.6,45013407.71,0,0,5356800
 01/13  02:00:00,265411262.1,200204299,48657273.14,0,0,5356800
 01/13  03:00:00,292174015.7,205132607.9,53613893.47,22001735.43,0,5356800
 01/13  04:00:00,277607860.7,210613574.5,60129715.34,0,0,5356800
 01/13  05:00:00,360425736.3,211992917.6,52348392.76,17963379.64,0,5356800
 01/13  06:00:00,405520124.6,231058426.9,114182422,0,0,5356800
 01/13  07:00:00,587908580.7,303998348.6,112012595.9,0,0,5356800
 01/13  08:00:00,729043462,253699040.9,148076844.3,0,0,5356800
 01/13  09:00:00,719947496.3,216099806.2,109015599.2,0,0,14342527.14
 01/13  10:00:00,734381008.8,165052880.4,81783269.26,0,0,42158801.18
 01/13  11:00:00,717448317.4,114693621.1,65376125.74,0,0,43376586.3
 01/13  12:00:00,714488411.6,82667515.8,58883845.57,2849493.907,0,53443743.52
 01/13  13:00:00,670306811.7,60976065.81,53925372.27,6136547.931,0,51260746.22
 01/13  14:00:00,712563514.7,62010759.54,53573756.95,5618015.961,0,44802344.64
 01/13  15:00:00,713393790,68387341.25,53243610.48,4865673.22,0,53031991.25
 01/13  16:00:00,721361700.7,80955395.7,59416514.83,2150258.84,0,52475559.2
 01/13  17:00:00,741462372,99081917.66,64331071.26,0,0,37436819.65
 01/13  18:00:00,758154844.7,110309417.5,66592267.44,0,0,26960286.97
