FullServiceRest,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),hospital,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),LargeHotel,Cooling:Electricity [J](Hourly),Gas:Facility [J](Hourly),LargeOffice,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),MediumOffice,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),MitriseAppartment,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),OutPatient,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),PrimarySchool,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),QuickServiceRest,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),SecondSchool,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),SmallHotel,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),SmallOffice,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),Stand-aloneRetail,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),StripMall,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),SuperMarket,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),WareHouse,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly)
135488114.8,0,135488114.8,2764541243,1747477606,1017063637,1854446066,386582836.9,1467863229,666297795.2,0,666297795.2,0,0,0,203213436.4,0,203213436.4,392861842.1,78644086.06,314217756,367583825.7,0,367583825.7,49407212.19,0,49407212.19,2557562407,0,2557562407,59385427.5,14435188.56,44950238.94,54871.80905,0,54871.80905,235457989.5,0,235457989.5,234997642.9,0,234997642.9,636130838.7,0,636130838.7,139857859.2,0,139857859.2
106399554.9,0,106399554.9,2777130702,1781530871,995599831.4,1719076249,231203488.3,1487872761,713042702,0,713042702,0,0,0,196095582.8,0,196095582.8,389406647,80312680.55,309093966.5,348646259,0,348646259,39139395.4,0,39139395.4,2460574546,0,2460574546,53308531.7,14333842.88,38974688.83,502145.7223,0,502145.7223,212042855.4,0,212042855.4,208161365.6,0,208161365.6,607297782.2,0,607297782.2,131556068.8,0,131556068.8
117048370.4,0,117048370.4,2763056687,1790967097,972089589.8,1689569150,237692252.3,1451876898,506243819.6,0,506243819.6,0,0,0,193100260.1,0,193100260.1,387219564,81592346.04,305627217.9,406455912.3,0,406455912.3,40407860.31,0,40407860.31,2550851818,0,2550851818,49377488.23,13932719.03,35444769.2,63239.03246,63239.03246,0,193988156.4,0,193988156.4,189279520,0,189279520,588321349,0,588321349,122242625.2,0,122242625.2
126649815.5,0,126649815.5,2764232120,1859773670,904458450,1665701641,303006103.5,1362695537,338855508.5,0,338855508.5,0,0,0,173815425.9,0,173815425.9,385969221.5,81925208.43,304044013.1,385315786.2,0,385315786.2,43844919.76,0,43844919.76,2350956012,0,2350956012,44600860.78,15655181.53,28945679.26,60154.86115,60154.86115,0,184018933.2,0,184018933.2,178825827.5,0,178825827.5,530754722.6,0,530754722.6,105351477.2,0,105351477.2
141127339.1,0,141127339.1,2748708750,1876605038,872103712.2,1719680637,334791479,1384889158,273232519.4,0,273232519.4,0,0,0,166196090.6,0,166196090.6,386787276.6,84141225.13,302646051.5,395397274.5,0,395397274.5,50275650.45,0,50275650.45,2136853513,0,2136853513,48882683.7,15967492.92,32915190.78,13649.72464,13649.72464,0,156055127.6,0,156055127.6,151255434.3,0,151255434.3,507236501.7,0,507236501.7,102908719.7,0,102908719.7
149327640.3,25516.25951,149302124,2739365695,1798197691,941168004.2,1712415871,300539489.8,1411876381,453161384.1,0,453161384.1,0,0,0,179301537.3,0,179301537.3,388673322.9,86767184.83,301906138.1,406229674.4,0,406229674.4,59624482.65,0,59624482.65,1980545793,0,1980545793,50754390.55,11524181.03,39230209.52,25670.96954,0,25670.96954,151175315,0,151175315,148898100.3,0,148898100.3,558415331.5,0,558415331.5,130945495.6,0,130945495.6
137241092.7,0,137241092.7,2733033370,1752258244,980775125.6,1968617917,372248934.3,1596368983,782748077.3,0,782748077.3,0,0,0,174646955.4,0,174646955.4,391118258.8,89280777.87,301837480.9,456158079.9,0,456158079.9,52047847.07,0,52047847.07,2406251577,0,2406251577,50855465.7,8119397.254,42736068.45,3155291.308,0,3155291.308,155985656.3,0,155985656.3,156685211.2,0,156685211.2,594076995.8,0,594076995.8,168339583.3,0,168339583.3
124413059.8,0,124413059.8,2757390360,1657988058,1099402302,2810388251,536223232.5,2274165019,1116742756,0,1116742756,0,0,0,176658501,0,176658501,263861793.2,74596906.36,189264886.8,509150870,0,509150870,57020378.21,0,57020378.21,2617085645,0,2617085645,71342525.12,12835454.62,58507070.49,11150391.1,0,11150391.1,168582761.5,0,168582761.5,177295290.3,0,177295290.3,670556153.4,0,670556153.4,171296737.4,0,171296737.4
130246627.4,0,130246627.4,2725471027,1628268845,1097202182,2399948260,578115512.2,1821832747,1216516731,0,1216516731,0,0,0,182730758.7,0,182730758.7,268715126.3,74970492.99,193744633.3,522914105.6,0,522914105.6,57616907.43,0,57616907.43,2669911608,0,2669911608,79311291.04,18038472.31,61272818.73,13600948.78,0,13600948.78,187491407.7,0,187491407.7,200385545.8,0,200385545.8,699708322.6,0,699708322.6,244492127.2,0,244492127.2
139187208.4,0,139187208.4,2736950672,1557771468,1179179205,2513351511,659647271.7,1853704239,1560749841,0,1560749841,2515657.029,0,2515657.029,196429770.3,0,196429770.3,294050971.6,73781878.79,220269092.8,560995893.5,0,560995893.5,67416461.58,0,67416461.58,2851294646,0,2851294646,95175243.7,24210098.11,70965145.59,18383549.04,0,18383549.04,182413434.5,0,182413434.5,195321029.4,0,195321029.4,748878871.8,0,748878871.8,198925610.1,0,198925610.1
180679261.9,0,180679261.9,2614647448,1434505254,1180142194,3128572233,770077992,2358494241,1724259510,0,1724259510,13443480.77,0,13443480.77,223534669.9,0,223534669.9,254787578.3,63691232.75,191096345.6,0,0,0,80737031.05,0,80737031.05,0,0,0,104872403.4,24635666.34,80236737.06,23134284.66,0,23134284.66,0,0,0,0,0,0,718979005.2,0,718979005.2,289986492.5,0,289986492.5
200272732,0,200272732,2598493662,1361846152,1236647510,2627791987,616237282.1,2011554705,0,0,0,0,0,0,246011753.5,0,246011753.5,211734194.7,50672920.59,161061274.1,0,0,0,90606429.37,0,90606429.37,0,0,0,101491640.5,14043640.4,87448000.1,0,0,0,0,0,0,0,0,0,0,0,0,237949821.7,0,237949821.7
207504509.6,0,207504509.6,2600507808,1366976320,1233531487,2042771463,548036905.1,1494734558,0,0,0,0,0,0,254451914.2,0,254451914.2,268503138.5,61927583.38,206575555.1,0,0,0,96689326.15,0,96689326.15,0,0,0,93964553.91,5132747.42,88831806.49,0,0,0,0,0,0,0,0,0,0,0,0,304319385.8,0,304319385.8
240213882.5,0,240213882.5,2606216883,1375473493,1230743390,1504486644,585977573,918509071.1,0,0,0,0,0,0,262940192,0,262940192,217229504.2,49505470.58,167724033.6,0,0,0,124106832.8,0,124106832.8,3241821.625,0,3241821.625,91864468,2934638.858,88929829.14,0,0,0,0,0,0,0,0,0,20088286.54,0,20088286.54,233494915.9,0,233494915.9
0,0,0,2626949190,1398839699,1228109491,1118459626,428611808.2,689847817.8,0,0,0,0,0,0,263610489.1,0,263610489.1,275346914.7,63654212.49,211692702.2,0,0,0,0,0,0,3285209.792,0,3285209.792,90006943.82,1836928.281,88170015.54,0,0,0,0,0,0,0,0,0,57268646.67,0,57268646.67,296468711.9,0,296468711.9
0,0,0,2648770060,1413850037,1234920022,942769242,351661237.6,591108004.4,38054737.01,0,38054737.01,0,0,0,263403504.3,0,263403504.3,223010195.7,52051929.86,170958265.8,0,0,0,0,0,0,3507163.855,0,3507163.855,89071401.98,1024355.666,88047046.32,0,0,0,0,0,0,0,0,0,45845318.82,0,45845318.82,227877882.7,0,227877882.7
0,0,0,2685736964,1444776124,1240960841,872788795.7,310993751.2,561795044.5,68402027.48,0,68402027.48,0,0,0,259763178.6,0,259763178.6,282292073.6,67233068.63,215059005,0,0,0,0,0,0,5310448.389,0,5310448.389,87102736.7,643585.3911,86459151.31,0,0,0,0,0,0,0,0,0,78797395.19,0,78797395.19,286563057.9,0,286563057.9
0,0,0,2666714637,1484770810,1181943827,943024452.7,304874128.6,638150324.1,54183825.82,0,54183825.82,0,0,0,255648394.3,0,255648394.3,328629383.8,81804034.22,246825349.6,0,0,0,0,0,0,6091498.21,0,6091498.21,86176298.15,362860.2501,85813437.9,0,0,0,0,0,0,0,0,0,69656650.29,0,69656650.29,219435258.4,0,219435258.4
229660357.8,58797.04283,229601560.8,3214232867,1499120614,1715112253,1359332273,372890672.1,986441600.7,86852664.93,0,86852664.93,1730368.078,0,1730368.078,249324428.9,0,249324428.9,485594253.3,91102835.47,394491417.8,0,0,0,121158745.5,0,121158745.5,5617607.99,0,5617607.99,83272888.23,633989.9323,82638898.29,0,0,0,0,0,0,0,0,0,58297989.41,0,58297989.41,280936161.9,0,280936161.9
208836470.8,67840.57648,208768630.2,2816641735,1554132624,1262509111,2212976718,617293172.9,1595683545,3772264459,0,3772264459,223957.4789,0,223957.4789,237143154.9,0,237143154.9,472091659.6,104892464,367199195.6,1624082880,16880.25083,1624066000,93439430.93,0,93439430.93,5779941698,0,5779941698,86488992.21,7585498.06,78903494.16,51885135.74,0,51885135.74,517793407.6,0,517793407.6,529121159.7,0,529121159.7,1315534142,0,1315534142,303371013.8,0,303371013.8
171809770.2,67654.72932,171742115.5,2781086713,1610326782,1170759931,3068730519,816057092.9,2252673426,2295077572,0,2295077572,13450530.04,0,13450530.04,226848272.5,0,226848272.5,452150747.9,119217938.3,332932809.6,728811700.8,3666.076527,728808034.7,73829018.56,0,73829018.56,3823101769,4688.361445,3823097081,84429982.79,16550565.13,67879417.67,44757857.12,0,44757857.12,296236346.4,0,296236346.4,318323663,0,318323663,1081884389,0,1081884389,253103037.2,0,253103037.2
164313464.6,0,164313464.6,2764042272,1646057312,1117984960,2560179817,615023834.6,1945155982,1238740028,0,1238740028,2890532.05,0,2890532.05,232525212.1,0,232525212.1,436338700.3,118472811.4,317865888.8,516385088.5,17293.75916,516367794.7,75984977.43,0,75984977.43,3064089299,6895.432782,3064082404,57986139.8,10005054.96,47981084.85,14315351.11,0,14315351.11,198458548.4,0,198458548.4,215191404.8,0,215191404.8,910753804.8,0,910753804.8,213417608,0,213417608
167307757.9,0,167307757.9,2747586049,1656551193,1091034855,2335154376,525398413.1,1809755963,1012344241,0,1012344241,0,0,0,232399974.1,0,232399974.1,420326105.8,107205842.1,313120263.7,507403954.8,11445.96284,507392508.9,78384892.95,0,78384892.95,3021505503,8722.278843,3021496781,62946457.43,16836397.91,46110059.52,7541881.636,0,7541881.636,133794406.7,0,133794406.7,143974044.6,0,143974044.6,760639297.4,0,760639297.4,186923821.9,0,186923821.9
175376077.7,40648.96997,175335428.8,2711556246,1664154550,1047401696,2138601997,414452777.9,1724149219,849539079.9,0,849539079.9,0,0,0,227571233.6,0,227571233.6,409281146.7,99370375.03,309910771.7,494534904.5,7192.249026,494527712.3,68831791.77,0,68831791.77,2980448308,6339.626531,2980441968,63392944.36,13355342.07,50037602.29,3881795.476,0,3881795.476,151539494.7,0,151539494.7,153568377.9,0,153568377.9,717185083.3,0,717185083.3,172990369.1,0,172990369.1
150730270.3,0,150730270.3,2686497855,1668818938,1017678917,1870475194,328513182.8,1541962011,735274211,0,735274211,0,0,0,224245552.7,0,224245552.7,407450723.4,96421262.64,311029460.8,427378439.3,0,427378439.3,57971584.77,0,57971584.77,2837608496,0,2837608496,63493080.31,12675514.78,50817565.53,1440512.291,0,1440512.291,149146700.1,0,149146700.1,152122300.6,0,152122300.6,679431202.8,0,679431202.8,163492280.9,0,163492280.9
119997168,0,119997168,2691410548,1701467721,989942826.2,1752418771,196539036.1,1555879735,749174365.6,0,749174365.6,0,0,0,215164542,0,215164542,408771822.7,97491989.55,311279833.2,400581403.7,0,400581403.7,46753447.93,0,46753447.93,2717669230,0,2717669230,56893554.93,12694319.34,44199235.59,2632493.553,0,2632493.553,143722914.9,0,143722914.9,148422938,0,148422938,644681700.3,0,644681700.3,153742488.1,0,153742488.1
128500033.2,0,128500033.2,2706147792,1726493486,979654306,1732881952,219318856.2,1513563096,596165130.4,0,596165130.4,0,0,0,211924924.2,0,211924924.2,404347567.6,93588486.3,310759081.3,440005612.2,0,440005612.2,46845113.95,0,46845113.95,2744863111,0,2744863111,52642582.56,12041568.8,40601013.76,21447.46264,21447.46264,0,145146665.1,0,145146665.1,151999758.1,0,151999758.1,621013063.9,0,621013063.9,140079104.5,0,140079104.5
151394851.9,0,151394851.9,2706265693,1732360877,973904816,1757447655,232669520.6,1524778134,590891695.6,0,590891695.6,0,0,0,212286897.8,0,212286897.8,395388709.8,82116082.38,313272627.4,441399795.3,0,441399795.3,59108723.55,0,59108723.55,2736066700,0,2736066700,51979926.9,11807776.03,40172150.86,0,0,0,183754168.4,0,183754168.4,193176368.1,0,193176368.1,607341883.6,0,607341883.6,139560725.2,0,139560725.2
162015326,0,162015326,2741835394,1771159478,970675916.2,1754204864,246832594.4,1507372269,599705824,0,599705824,0,0,0,204742847.9,0,204742847.9,391256978.3,75577574.48,315679403.9,433682771,0,433682771,63447353.86,0,63447353.86,2445937860,0,2445937860,54569639.91,12087704.4,42481935.52,0,0,0,207316857.2,0,207316857.2,218338882.9,0,218338882.9,568883651.5,0,568883651.5,133005652.9,0,133005652.9
150485705.8,47722.88048,150437982.9,2776623921,1800341470,976282450.4,1660381464,260495611.3,1399885853,642872727.7,0,642872727.7,0,0,0,193385655.2,0,193385655.2,388182978.9,73336749.92,314846228.9,408062228.9,0,408062228.9,60984395.37,0,60984395.37,1971363344,0,1971363344,50807796.55,9727740.698,41080055.86,0,0,0,227526955.8,0,227526955.8,239178133.8,0,239178133.8,555130968.9,0,555130968.9,132352587,0,132352587
125887355.1,0,125887355.1,2811898684,1836457695,975440988.9,1933819662,421243403.9,1512576258,823651671.3,0,823651671.3,0,0,0,172412786.1,0,172412786.1,385650696.6,73980482.69,311670213.9,411461735.3,0,411461735.3,45235029.91,0,45235029.91,2164179703,0,2164179703,47034605.08,7102505.646,39932099.43,4154404.045,0,4154404.045,239685925.4,0,239685925.4,250505438.8,0,250505438.8,548352258.5,0,548352258.5,152477236.2,0,152477236.2
94598149.25,21502.47046,94576646.78,2972861887,1870892102,1101969785,2941126750,866803749.1,2074323001,1219542370,0,1219542370,0,0,0,156177768.8,0,156177768.8,251534556,55446872.28,196087683.7,391802591.7,0,391802591.7,39500981.79,0,39500981.79,2026520326,0,2026520326,60148316.58,11732101.47,48416215.1,10634501.48,0,10634501.48,262631351.8,0,262631351.8,276556954.6,0,276556954.6,566724636.3,0,566724636.3,138919308.6,0,138919308.6
95384204.64,0,95384204.64,2982180435,1889149860,1093030575,2383304912,752002549.7,1631302362,1265079016,2252.648458,1265076763,0,0,0,151984607.9,0,151984607.9,252195477.5,52463754.1,199731723.4,383185843.2,0,383185843.2,37236897.86,0,37236897.86,1975169722,0,1975169722,66955247.85,18416058.02,48539189.83,11803021.9,0,11803021.9,290412330.3,0,290412330.3,306774811,0,306774811,579207049.3,0,579207049.3,192160595.4,0,192160595.4
83515869.81,0,83515869.81,3085027389,1939206836,1145820554,2358832831,789812910,1569019921,1412640002,0,1412640002,0,0,0,139462428.9,0,139462428.9,277627142.3,49175175.71,228451966.6,343360078.4,0,343360078.4,34356538.83,0,34356538.83,1807756317,0,1807756317,76498337.43,27707530.85,48790806.58,11869884.97,0,11869884.97,306521476.3,0,306521476.3,323535640,0,323535640,565439660,0,565439660,134402193.4,0,134402193.4
101762314.5,0,101762314.5,3127053215,1978604298,1148448916,2793308858,847863589.6,1945445268,1561674163,0,1561674163,0,0,0,138679947.2,0,138679947.2,237837440.4,39679901.18,198157539.3,0,0,0,33527023.06,0,33527023.06,0,0,0,78184450.67,29598728.4,48585722.27,13661187.22,0,13661187.22,0,0,0,0,0,0,453059823.5,0,453059823.5,170749301.9,0,170749301.9
121044917.7,0,121044917.7,3767778341,2489697911,1278080430,2252214434,642231833.9,1609982600,0,0,0,0,0,0,156774041.4,0,156774041.4,195510585.8,29312321.07,166198264.7,0,0,0,43054913.55,0,43054913.55,0,0,0,72478948.47,18207339.7,54271608.78,0,0,0,3324339.222,0,3324339.222,3440230.569,0,3440230.569,0,0,0,136710820.1,0,136710820.1
142175440.2,0,142175440.2,3574913062,2264129787,1310783275,1610143369,420592818.6,1189550550,0,0,0,0,0,0,177160400.1,0,177160400.1,246615451.8,32944456.43,213670995.4,0,0,0,57336427.13,0,57336427.13,0,0,0,68571444.89,7547803.801,61023641.09,0,0,0,41985087.02,0,41985087.02,12433174.38,0,12433174.38,0,0,0,195219456.2,0,195219456.2
173546819,0,173546819,3438853777,2127041673,1311812104,1138761064,332422729,806338335.5,0,0,0,0,0,0,186510603.4,0,186510603.4,197785891.5,23180119.13,174605772.3,0,0,0,82687847.78,0,82687847.78,0,0,0,66081516.87,4804291.195,61277225.68,0,0,0,54899347.75,0,54899347.75,50649243.27,0,50649243.27,0,0,0,147785909.6,0,147785909.6
0,0,0,3410384276,2099203970,1311180307,905011833.7,281660545,623351288.7,0,0,0,0,0,0,187286532.4,0,187286532.4,248173661.3,25645397.27,222528264.1,0,0,0,0,0,0,0,0,0,64543616,3587519.455,60956096.54,0,0,0,79780532.13,0,79780532.13,104359308.2,0,104359308.2,0,0,0,191058453.5,0,191058453.5
0,0,0,3432988207,2124844057,1308144150,851230913.3,258034244.4,593196668.9,0,0,0,0,0,0,183766982.2,0,183766982.2,199305354.3,18350921.09,180954433.2,0,0,0,0,0,0,0,0,0,61974982.85,2635547.748,59339435.1,0,0,0,111220459.5,0,111220459.5,137563576.7,0,137563576.7,0,0,0,139937882.4,0,139937882.4
0,0,0,3482715036,2173174777,1309540258,783771122.9,248322971.7,535448151.2,0,0,0,0,0,0,180620409.6,0,180620409.6,252317951.3,24108694.12,228209257.2,0,0,0,0,0,0,0,0,0,60691324.54,2155816.756,58535507.78,0,0,0,139187541.4,0,139187541.4,146032141.2,0,146032141.2,0,0,0,178697369.5,0,178697369.5
0,0,0,3468874244,2222728535,1246145709,906228821.4,259819876.6,646408944.8,0,0,0,0,0,0,179235889.7,0,179235889.7,291586342.2,30077680.55,261508661.7,0,0,0,0,0,0,0,0,0,60789761.35,1740384.776,59049376.57,0,0,0,129958212.2,0,129958212.2,154645873.8,0,154645873.8,0,0,0,134607021.5,0,134607021.5
161492864.8,51827.08805,161441037.7,3958260509,2255927623,1702332886,1338635161,346917486.1,991717674.9,0,0,0,0,0,0,165691095.2,0,165691095.2,447735378.8,37215619.63,410519759.2,0,0,0,78435166.1,0,78435166.1,0,0,0,56576061.74,2873400.016,53702661.73,0,0,0,167529259.7,0,167529259.7,170560262.1,0,170560262.1,0,0,0,172342675.2,0,172342675.2
139005660.5,91645.40636,138914015.1,3595166939,2332692230,1262474709,2214872004,606805211.9,1608066792,2880843578,0,2880843578,0,0,0,147038758.1,0,147038758.1,462347713.9,45165193.1,417182520.8,1068679511,7023.082554,1068672488,50216234.25,0,50216234.25,3806818576,0,3806818576,63245514.14,14541627.5,48703886.63,33292385.87,0,33292385.87,878492356.8,0,878492356.8,901470439.1,0,901470439.1,930159663.7,0,930159663.7,168321493.1,0,168321493.1
84828245.03,123495.9262,84704749.11,3811137089,2676918964,1134218125,2973047566,847298517.7,2125749048,1828330428,0,1828330428,0,0,0,120362835.7,0,120362835.7,428983859.1,48842740.38,380141118.7,340502224.7,11553.82664,340490670.9,24445826.87,0,24445826.87,2091173471,7046.805117,2091166424,62544699.1,29180054.04,33364645.07,24850660.19,0,24850660.19,661875464.6,0,661875464.6,687869562.4,0,687869562.4,705190546.7,0,705190546.7,100689769.4,0,100689769.4
72359900.64,11578.04167,72348322.6,3815466119,2737128119,1078337999,2385148155,680642437.2,1704505718,863080345.6,0,863080345.6,0,0,0,117774967.6,0,117774967.6,397219082.6,53196473.36,344022609.2,171290359.8,22741.70503,171267618.1,22685229.91,0,22685229.91,1346336600,10137.16856,1346326463,37979727.19,23176994.22,14802732.97,698204.3875,85716.73189,612487.6556,546913868,0,546913868,557892078.6,0,557892078.6,551577305.2,0,551577305.2,55597046.18,0,55597046.18
90112189.65,0,90112189.65,3133182397,2089557162,1043625235,2059317202,576544781,1482772421,755044204.4,0,755044204.4,0,0,0,134372161.4,0,134372161.4,371547790.7,58120880.26,313426910.4,216128287.4,12562.17889,216115725.2,31576898.18,0,31576898.18,1567137175,9676.274992,1567127499,44482549.49,26837877.72,17644671.77,10368.66217,10368.66217,0,415702845,0,415702845,414097587.9,0,414097587.9,483657359.5,0,483657359.5,54780933.27,0,54780933.27
121238719.9,35033.93903,121203685.9,2824402787,1821245068,1003157719,1874397413,445206219.8,1429191194,667439739.7,0,667439739.7,0,0,0,153945189.3,0,153945189.3,370202691.6,62122843.35,308079848.3,291040853,7956.443272,291032896.5,36053671.99,0,36053671.99,1954636975,7116.265925,1954629859,48232275.28,18206444.81,30025830.47,0,0,0,369410117.5,0,369410117.5,361500082.4,0,361500082.4,525141821.7,0,525141821.7,75223337.62,0,75223337.62
113729858.4,0,113729858.4,2874137330,1855998778,1018138553,1620508910,338426101.1,1282082809,781628334.6,0,781628334.6,0,0,0,175391874.2,0,175391874.2,369318296.7,63490632.07,305827664.7,292528595.5,0,292528595.5,37043083.47,0,37043083.47,2135339536,0,2135339536,52725793.56,15274928.2,37450865.36,0,0,0,332364687.9,0,332364687.9,317725310,0,317725310,537469961.7,0,537469961.7,101428695.5,0,101428695.5
92325262.51,0,92325262.51,2904289100,1889818497,1014470604,1667369342,307222776.7,1360146565,935853264.1,0,935853264.1,0,0,0,182694200,0,182694200,362854745.9,62379595.7,300475150.2,302241537.5,0,302241537.5,31138540.77,0,31138540.77,2188512811,0,2188512811,49144221.06,14502873.19,34641347.87,269964.649,0,269964.649,325546563.6,0,325546563.6,307157679.6,0,307157679.6,528616503.5,0,528616503.5,121192195.2,0,121192195.2
110539691.2,0,110539691.2,2896978364,1878574219,1018404145,1663734975,286584596.7,1377150378,839700201.4,0,839700201.4,0,0,0,194916568.2,0,194916568.2,361192978,61749272.5,299443705.6,377798271.9,0,377798271.9,36720761.33,0,36720761.33,2393869944,0,2393869944,47527359.5,12741438.67,34785920.83,51856.85164,51856.85164,0,321953321.2,0,321953321.2,303781615.3,0,303781615.3,535593295.9,0,535593295.9,126115376,0,126115376
159278577.8,0,159278577.8,2776625694,1735264226,1041361468,1805471954,248905101,1556566853,958735249.4,0,958735249.4,0,0,0,228330267.8,0,228330267.8,350112333.5,59044206.32,291068127.2,481101613.6,0,481101613.6,63534582.28,0,63534582.28,2865959841,0,2865959841,54959977.55,10954194.8,44005782.75,65673.7756,0,65673.7756,325622506.6,0,325622506.6,304656680.3,0,304656680.3,609939496.2,0,609939496.2,164214414.2,0,164214414.2
194722794.6,0,194722794.6,2667618971,1607697387,1059921584,1938509439,224534670.2,1713974769,1074027669,0,1074027669,0,0,0,254094449.8,0,254094449.8,349429101.3,58527219.59,290901881.7,575554901.2,0,575554901.2,83147111.98,0,83147111.98,3073812789,0,3073812789,65952419.01,10357873.12,55594545.89,1066472.372,0,1066472.372,314676723.3,0,314676723.3,295305849.4,0,295305849.4,658675266.9,0,658675266.9,198879154,0,198879154
194058607.9,52816.39838,194005791.5,2597040074,1543570615,1053469459,1922836258,239241417,1683594841,1049871687,0,1049871687,0,0,0,255572106.7,0,255572106.7,357238974,56637583.07,300601391,604185526.4,0,604185526.4,87361358.54,0,87361358.54,2823862053,0,2823862053,65180348.21,6976730.935,58203617.27,1219790.909,0,1219790.909,338681067.5,0,338681067.5,327465062.9,0,327465062.9,688719904.3,0,688719904.3,214724948.5,0,214724948.5
171296818.4,15641.50318,171281176.9,2579603259,1544790954,1034812306,2132092741,364755652.1,1767337089,1128670580,0,1128670580,734557.8155,0,734557.8155,235152072.4,0,235152072.4,362002125,54553108.29,307449016.7,609845295.8,0,609845295.8,71567926.23,0,71567926.23,3044781547,0,3044781547,60937491.88,3370667.688,57566824.2,11298580.45,0,11298580.45,370475584.3,0,370475584.3,365319654.8,0,365319654.8,696032268.7,0,696032268.7,216974904.9,0,216974904.9
144201917.8,17422.95957,144184494.9,2673322796,1535045946,1138276850,2904902217,544600224.3,2360301992,1408156213,0,1408156213,2857516.624,0,2857516.624,219764501.1,0,219764501.1,230301081.4,34776603.3,195524478.1,598849058.6,0,598849058.6,67995058.99,0,67995058.99,2979490275,0,2979490275,74907156.27,7565162.935,67341993.33,16697898.19,0,16697898.19,399190062.5,0,399190062.5,402840608.3,0,402840608.3,731665212.8,0,731665212.8,198725565.3,0,198725565.3
148723142.9,0,148723142.9,2651533283,1518691620,1132841663,2454643436,567313015.6,1887330420,1465274137,0,1465274137,4268444.239,0,4268444.239,220284265.8,0,220284265.8,233295306.8,31783884.78,201511422,603134310.9,0,603134310.9,67810108.54,0,67810108.54,2994562157,0,2994562157,82464992.98,12611690.58,69853302.4,19709288.54,0,19709288.54,426635208.7,0,426635208.7,437678985.2,0,437678985.2,761313810.2,0,761313810.2,275453303,0,275453303
148478426.4,0,148478426.4,2701463617,1495980982,1205482635,2519886912,644608357.4,1875278555,1732614045,0,1732614045,6602310.212,0,6602310.212,221663433.3,0,221663433.3,260523262.7,28464675.65,232058587,608553972.4,0,608553972.4,73420472.46,0,73420472.46,3026513941,0,3026513941,95199716.8,19732284.14,75467432.66,23298163.69,0,23298163.69,443081135.6,0,443081135.6,458649109.6,0,458649109.6,786037459.6,0,786037459.6,210175980.7,0,210175980.7
176723883.3,0,176723883.3,2655156776,1455186709,1199970067,3074245045,753768867.9,2320476177,1814542588,0,1814542588,9780180.304,0,9780180.304,230612628.9,0,230612628.9,225108627.6,23538763.06,201569864.6,0,0,0,78703447.87,0,78703447.87,0,0,0,100635383.4,21223750.9,79411632.54,25911335.43,0,25911335.43,5988133.085,0,5988133.085,4109317.822,0,4109317.822,717166535.1,0,717166535.1,290238286.8,0,290238286.8
198357849.3,0,198357849.3,2645933646,1380840080,1265093566,2582950415,580311449.4,2002638966,0,0,0,0,0,0,253023195.9,0,253023195.9,187268543.3,18102049.58,169166493.7,0,0,0,89620423.59,0,89620423.59,0,0,0,98503570.1,10961044.2,87542525.91,0,0,0,53529237.02,0,53529237.02,23380748.68,0,23380748.68,0,0,0,229616066.3,0,229616066.3
225320677.9,0,225320677.9,2564204078,1278526458,1285677620,1974408218,358906932,1615501286,0,0,0,0,0,0,284082299.5,0,284082299.5,239496433.8,22436342.79,217060091,0,0,0,107373384.9,0,107373384.9,3407662.429,0,3407662.429,100613856.5,2547891.639,98065964.81,0,0,0,69863268.18,0,69863268.18,85850844.81,0,85850844.81,11145434.03,0,11145434.03,328592289.3,0,328592289.3
273892029,8129.775927,273883899.2,2491901046,1196879587,1295021459,1276958094,267024472,1009933622,39052561.64,0,39052561.64,0,0,0,311531474.1,0,311531474.1,192416752.3,15254371.96,177162380.3,0,0,0,144633580.8,0,144633580.8,4284101.929,0,4284101.929,105727130,729288.3932,104997841.6,0,0,0,124265250.4,0,124265250.4,142426306.6,0,142426306.6,87953408.71,0,87953408.71,265054662.8,0,265054662.8
0,0,0,2427273335,1105024672,1322248664,982833039.5,206153108.8,776679930.7,81200757.8,0,81200757.8,5070865.374,0,5070865.374,334708906.8,0,334708906.8,241749148.6,15688067.62,226061081,4424100.348,0,4424100.348,0,0,0,18578219.92,0,18578219.92,113489156.5,257715.6758,113231440.8,0,0,0,165672637,0,165672637,177717941.6,0,177717941.6,104622346.8,0,104622346.8,374618619.1,0,374618619.1
